period_start,site_id,cell_id,RRC_ConnEstabAtt_MOData,RRC_ConnEstabSucc_MOData,ERAB_EstabInitAttNbr_QCI1,ERAB_EstabInitSuccNbr_QCI1,HO_InterENBOutAtt,HO_InterENBOutSucc,RRU_PrbTotDl,RRU_PrbAvailDl,RRU_PrbTotUl,RRU_PrbAvailUl,PDCP_SDUVolumeDl_Bits,PDCP_SDUVolumeUl_Bits,DRB_IPThpDl_Kbps,DRB_IPThpUl_Kbps,Cell_UnavailableTime_S,RRC_ConnMax
2024-01-21 21:00:00,HWI003,HWI003-C2,1586,1577,1330,1328,463,454,60,100,32,100,847239211,146680819,229,40,0,102
2024-01-21 22:00:00,HWI003,HWI003-C2,750,745,651,650,284,280,30,100,19,100,414224096,96080288,112,27,0,47
2024-01-21 23:00:00,HWI003,HWI003-C2,754,753,611,610,269,266,31,100,17,100,384579749,73681121,111,18,0,57
2024-01-21 00:00:00,HWI003,HWI003-C3,178,177,147,146,66,65,3,100,1,100,38484429,4571260,11,1,0,13
2024-01-21 01:00:00,HWI003,HWI003-C3,186,184,160,159,63,62,7,100,1,100,79282767,4312410,23,1,10,16
2024-01-21 02:00:00,HWI003,HWI003-C3,168,167,139,138,65,64,16,100,4,100,205152974,17003804,62,5,120,15
2024-01-21 03:00:00,HWI003,HWI003-C3,186,185,160,159,56,55,1,100,8,100,11646778,38767249,3,11,0,14
2024-01-21 04:00:00,HWI003,HWI003-C3,178,177,144,143,62,60,12,100,2,100,136957928,9776909,39,2,0,13
2024-01-21 05:00:00,HWI003,HWI003-C3,194,192,158,157,52,51,6,100,1,100,76171247,4950607,20,1,0,12
2024-01-21 06:00:00,HWI003,HWI003-C3,691,686,567,566,245,240,24,100,13,100,330420399,66549708,98,19,0,50
2024-01-21 07:00:00,HWI003,HWI003-C3,1247,1244,1050,1049,405,397,39,100,19,100,545501760,84465795,154,25,5,107
2024-01-21 08:00:00,HWI003,HWI003-C3,1321,1320,1092,1089,421,413,47,100,25,100,589785399,128864670,161,38,2,84
2024-01-21 09:00:00,HWI003,HWI003-C3,1348,1341,1174,1171,496,491,39,100,35,100,527610539,176588712,140,48,0,101
2024-01-21 10:00:00,HWI003,HWI003-C3,919,918,763,760,343,338,33,100,21,100,417213888,93499965,115,23,0,68
2024-01-21 11:00:00,HWI003,HWI003-C3,1045,1044,869,867,346,340,28,100,24,100,333928990,116807640,96,33,2,80
2024-01-21 12:00:00,HWI003,HWI003-C3,1055,1048,871,870,352,345,34,100,25,100,411571061,127126906,123,36,2,80
2024-01-21 13:00:00,HWI003,HWI003-C3,1129,1122,1004,999,350,344,32,100,22,100,387866026,93458501,106,24,0,83
2024-01-21 14:00:00,HWI003,HWI003-C3,777,773,679,675,231,226,33,100,18,100,423225331,88470406,113,23,0,47
2024-01-21 15:00:00,HWI003,HWI003-C3,732,731,646,642,236,231,29,100,18,100,384088610,92515706,102,23,30,67
2024-01-21 16:00:00,HWI003,HWI003-C3,730,725,629,628,245,241,23,100,23,100,267855028,105208432,80,30,1,53
2024-01-21 17:00:00,HWI003,HWI003-C3,1427,1422,1177,1173,441,437,51,100,40,100,669079839,207693626,182,55,2,99
2024-01-21 18:00:00,HWI003,HWI003-C3,1646,1637,1340,1337,479,474,50,100,31,100,670482694,155496379,181,43,0,125
2024-01-21 19:00:00,HWI003,HWI003-C3,1399,1391,1157,1155,487,479,54,100,36,100,760662231,190525151,191,56,0,128
2024-01-21 20:00:00,HWI003,HWI003-C3,1362,1352,1113,1111,444,436,52,100,32,100,649935416,167139240,169,50,2,109
2024-01-21 21:00:00,HWI003,HWI003-C3,1649,1644,1400,1398,533,525,59,100,32,100,779078854,158321478,206,47,0,136
2024-01-21 22:00:00,HWI003,HWI003-C3,706,702,619,617,225,220,29,100,18,100,344778862,85308953,90,25,0,58
2024-01-21 23:00:00,HWI003,HWI003-C3,776,770,686,685,227,224,26,100,19,100,359520283,93519613,103,23,0,47
2024-01-22 00:00:00,HWI001,HWI001-C1,289,287,247,246,95,93,10,100,5,100,122005986,25428960,33,7,30,20
2024-01-22 01:00:00,HWI001,HWI001-C1,285,283,244,242,89,87,12,100,6,100,170960367,32018226,47,9,0,22
2024-01-22 02:00:00,HWI001,HWI001-C1,276,273,237,236,99,97,7,100,8,100,96904697,38977126,29,11,1,21
2024-01-22 03:00:00,HWI001,HWI001-C1,284,282,244,243,107,105,8,100,6,100,101284932,28810300,27,7,0,27
2024-01-22 04:00:00,HWI001,HWI001-C1,295,293,256,254,86,84,14,100,1,100,189783707,5301613,56,1,2,26
2024-01-22 05:00:00,HWI001,HWI001-C1,294,293,260,257,81,79,10,100,5,100,139945240,23054358,37,6,0,19
2024-01-22 06:00:00,HWI001,HWI001-C1,1077,1068,913,908,354,348,46,100,25,100,595202328,107765085,171,30,5,78
2024-01-22 07:00:00,HWI001,HWI001-C1,2005,1991,1748,1740,675,666,71,100,42,100,899963409,201853136,232,53,0,145
2024-01-22 08:00:00,HWI001,HWI001-C1,2002,1994,1707,1695,578,570,61,100,48,100,827718533,212320347,218,63,0,151
2024-01-22 09:00:00,HWI001,HWI001-C1,1830,1826,1517,1507,627,619,65,100,46,100,773292952,229525203,193,62,0,162
2024-01-22 10:00:00,HWI001,HWI001-C1,1663,1651,1367,1366,483,476,61,100,37,100,788707460,198044637,209,53,0,122
2024-01-22 11:00:00,HWI001,HWI001-C1,1619,1618,1353,1351,581,572,57,100,33,100,642934348,168186152,196,45,0,101
2024-01-22 12:00:00,HWI001,HWI001-C1,1737,1727,1434,1429,524,518,59,100,32,100,675601746,166399456,179,49,0,126
2024-01-22 13:00:00,HWI001,HWI001-C1,1492,1482,1217,1216,545,537,55,100,36,100,768100757,180197535,213,54,0,138
2024-01-22 14:00:00,HWI001,HWI001-C1,1168,1163,1038,1031,343,338,38,100,30,100,497850800,148343461,124,44,0,68
2024-01-22 15:00:00,HWI001,HWI001-C1,1190,1183,983,979,406,400,45,100,24,100,628211983,115509483,182,29,30,75
2024-01-22 16:00:00,HWI001,HWI001-C1,1157,1153,1011,1007,381,378,46,100,25,100,550857624,125603523,160,34,10,92
2024-01-22 17:00:00,HWI001,HWI001-C1,2392,2378,1985,1984,769,757,75,100,46,100,909607784,236817450,268,65,60,181
2024-01-22 18:00:00,HWI001,HWI001-C1,2247,2240,1996,1995,859,852,82,100,53,100,1056715464,272893008,316,82,0,159
2024-01-22 19:00:00,HWI001,HWI001-C1,2197,2188,1909,1900,884,865,89,100,51,100,1150589079,237595085,295,71,0,185
2024-01-22 20:00:00,HWI001,HWI001-C1,2569,2563,2159,2151,765,750,79,100,60,100,973053068,296117721,246,77,0,180
2024-01-22 21:00:00,HWI001,HWI001-C1,2160,2148,1817,1815,654,644,75,100,55,100,1040353406,233065915,262,65,0,167
2024-01-22 22:00:00,HWI001,HWI001-C1,1250,1248,1016,1012,379,374,38,100,23,100,482435366,106100467,140,27,2,85
2024-01-22 23:00:00,HWI001,HWI001-C1,1134,1125,998,992,477,469,47,100,25,100,672373748,129608158,190,36,0,108
2024-01-22 00:00:00,HWI001,HWI001-C2,278,276,230,227,96,94,13,100,8,100,177396680,35313310,49,10,0,23
2024-01-22 01:00:00,HWI001,HWI001-C2,267,266,227,226,84,82,16,100,1,100,207445210,5357016,52,1,180,21
2024-01-22 02:00:00,HWI001,HWI001-C2,268,266,227,226,90,88,3,100,9,100,40154152,46442484,11,13,5,24
2024-01-22 03:00:00,HWI001,HWI001-C2,279,277,238,237,96,95,4,100,2,100,54772009,9820920,14,2,0,21
2024-01-22 04:00:00,HWI001,HWI001-C2,302,299,247,246,97,94,22,100,2,100,260431453,8633344,74,2,120,21
2024-01-22 05:00:00,HWI001,HWI001-C2,283,280,232,230,108,105,2,100,4,100,26787305,21367831,7,5,0,20
2024-01-22 06:00:00,HWI001,HWI001-C2,1124,1122,940,936,396,389,41,100,29,100,518584760,152119702,152,41,120,85
2024-01-22 07:00:00,HWI001,HWI001-C2,1914,1900,1637,1636,681,670,61,100,43,100,860686820,197350403,228,58,0,166
2024-01-22 08:00:00,HWI001,HWI001-C2,1978,1977,1715,1709,655,642,69,100,47,100,780488143,241040012,205,73,10,167
2024-01-22 09:00:00,HWI001,HWI001-C2,1891,1886,1536,1530,671,662,75,100,45,100,996231617,230003189,292,66,0,135
2024-01-22 10:00:00,HWI001,HWI001-C2,1732,1727,1458,1452,585,575,59,100,42,100,723244672,177854696,203,48,120,140
2024-01-22 11:00:00,HWI001,HWI001-C2,1600,1591,1306,1300,512,502,56,100,36,100,736526233,190921016,185,56,0,133
2024-01-22 12:00:00,HWI001,HWI001-C2,1357,1355,1155,1151,490,481,60,100,31,100,743700881,131293458,209,37,180,112
2024-01-22 13:00:00,HWI001,HWI001-C2,1669,1653,1480,1477,524,511,62,100,30,100,804128435,159000046,210,45,0,131
2024-01-22 14:00:00,HWI001,HWI001-C2,1133,1126,940,936,385,377,48,100,29,100,627071039,125777876,181,37,0,76
2024-01-22 15:00:00,HWI001,HWI001-C2,1073,1071,913,911,324,319,37,100,18,100,481752173,79900812,131,22,0,88
2024-01-22 16:00:00,HWI001,HWI001-C2,1030,1027,895,894,396,392,40,100,25,100,539644675,127086538,143,34,0,104
2024-01-22 17:00:00,HWI001,HWI001-C2,2310,2300,2019,1999,797,784,91,100,48,100,1109402532,214805478,336,63,5,170
2024-01-22 18:00:00,HWI001,HWI001-C2,2209,2203,1827,1826,819,807,79,100,55,100,898120235,271091726,257,69,2,172
2024-01-22 19:00:00,HWI001,HWI001-C2,2440,2418,2018,2006,771,756,75,100,53,100,1063631815,275077851,291,73,0,174
2024-01-22 20:00:00,HWI001,HWI001-C2,2227,2219,1961,1948,834,819,87,100,53,100,1244047248,275842803,369,82,0,186
2024-01-22 21:00:00,HWI001,HWI001-C2,2415,2406,2067,2062,761,750,84,100,55,100,1145039095,272356922,292,71,180,177
2024-01-22 22:00:00,HWI001,HWI001-C2,1121,1116,978,973,386,380,44,100,25,100,623613950,119754839,162,29,5,89
2024-01-22 23:00:00,HWI001,HWI001-C2,1064,1059,895,893,385,378,44,100,21,100,533404617,111039891,157,31,0,86
2024-01-22 00:00:00,HWI001,HWI001-C3,283,282,233,232,98,96,20,100,7,100,274079417,34026625,74,10,0,21
2024-01-22 01:00:00,HWI001,HWI001-C3,272,270,236,235,76,74,11,100,5,100,137253127,23559228,36,6,0,17
2024-01-22 02:00:00,HWI001,HWI001-C3,268,266,236,235,101,99,22,100,2,100,272290588,10270508,79,2,0,23
2024-01-22 03:00:00,HWI001,HWI001-C3,264,262,227,226,87,85,12,100,7,100,143329582,30667670,42,7,0,20
2024-01-22 04:00:00,HWI001,HWI001-C3,294,292,241,240,82,80,7,100,6,100,88509105,27033097,26,7,0,24
2024-01-22 05:00:00,HWI001,HWI001-C3,281,280,235,233,85,84,15,100,6,100,184809126,27879374,55,7,0,24
2024-01-22 06:00:00,HWI001,HWI001-C3,1142,1137,988,984,394,388,39,100,28,100,453562333,138720163,123,41,0,95
2024-01-22 07:00:00,HWI001,HWI001-C3,1993,1987,1618,1614,662,650,66,100,43,100,852766291,203812825,246,57,120,128
2024-01-22 08:00:00,HWI001,HWI001-C3,2064,2057,1682,1676,673,670,65,100,48,100,756014496,228180061,195,66,60,154
2024-01-22 09:00:00,HWI001,HWI001-C3,2018,2008,1790,1779,590,583,77,100,44,100,1064561243,233842986,324,71,60,160
2024-01-22 10:00:00,HWI001,HWI001-C3,1767,1759,1473,1470,470,462,59,100,34,100,743682114,147679724,202,37,0,108
2024-01-22 11:00:00,HWI001,HWI001-C3,1613,1608,1332,1325,566,558,58,100,30,100,736640977,143564977,191,43,180,131
2024-01-22 12:00:00,HWI001,HWI001-C3,1508,1497,1235,1232,549,542,66,100,35,100,863228261,173413486,243,49,0,138
2024-01-22 13:00:00,HWI001,HWI001-C3,1573,1564,1337,1334,529,522,54,100,27,100,627491798,129195751,175,34,0,137
2024-01-22 14:00:00,HWI001,HWI001-C3,1086,1079,954,952,352,343,37,100,24,100,470660897,112449448,139,28,0,70
2024-01-22 15:00:00,HWI001,HWI001-C3,1128,1123,983,978,345,340,32,100,25,100,452017644,111175635,122,27,0,86
2024-01-22 16:00:00,HWI001,HWI001-C3,1186,1180,988,986,346,341,39,100,27,100,490781224,121607811,132,35,0,94
2024-01-22 17:00:00,HWI001,HWI001-C3,2497,2489,2095,2079,744,732,87,100,52,100,1237165148,250051834,376,67,0,181
2024-01-22 18:00:00,HWI001,HWI001-C3,2226,2211,1860,1855,693,680,87,100,56,100,1024399920,237996299,304,70,2,200
2024-01-22 19:00:00,HWI001,HWI001-C3,2010,2002,1732,1726,752,736,86,100,54,100,982574451,278622181,270,73,120,180
2024-01-22 20:00:00,HWI001,HWI001-C3,2364,2346,1989,1988,766,753,87,100,57,100,1011458398,240899488,291,61,30,189
2024-01-22 21:00:00,HWI001,HWI001-C3,2365,2347,1971,1967,727,711,91,100,53,100,1197896406,239692203,322,61,0,185
2024-01-22 22:00:00,HWI001,HWI001-C3,1227,1223,997,991,345,339,39,100,22,100,536749692,101978394,156,29,10,106
2024-01-22 23:00:00,HWI001,HWI001-C3,1169,1165,1005,1004,394,387,44,100,28,100,520913984,126105165,145,36,0,92
2024-01-22 00:00:00,HWI002,HWI002-C1,267,265,229,228,89,87,14,100,5,100,182059174,21974328,54,5,0,24
2024-01-22 01:00:00,HWI002,HWI002-C1,279,278,228,227,94,92,1,100,15,100,13936905,64675614,3,17,0,23
2024-01-22 02:00:00,HWI002,HWI002-C1,267,265,226,225,99,97,9,100,14,100,120346528,67416882,36,19,5,21
2024-01-22 03:00:00,HWI002,HWI002-C1,286,285,242,241,75,73,9,100,10,100,113289901,44445459,28,11,10,21
2024-01-22 04:00:00,HWI002,HWI002-C1,312,310,257,255,94,93,15,100,4,100,172399394,18792928,50,5,180,22
2024-01-22 05:00:00,HWI002,HWI002-C1,287,285,233,232,82,80,15,100,3,100,210203135,14955012,64,3,30,24
2024-01-22 06:00:00,HWI002,HWI002-C1,1177,1176,1016,1012,424,414,43,100,29,100,556661829,123267549,145,32,30,93
2024-01-22 07:00:00,HWI002,HWI002-C1,2246,2237,1935,1926,668,661,74,100,48,100,1051267342,251796745,306,73,0,157
2024-01-22 08:00:00,HWI002,HWI002-C1,2043,2034,1736,1731,600,595,76,100,43,100,916521752,199166763,266,58,180,156
2024-01-22 09:00:00,HWI002,HWI002-C1,1958,1953,1712,1710,620,609,78,100,45,100,981955099,230736882,298,59,0,165
2024-01-22 10:00:00,HWI002,HWI002-C1,1475,1471,1306,1300,537,532,60,100,40,100,691725012,191775467,179,48,60,126
2024-01-22 11:00:00,HWI002,HWI002-C1,1622,1614,1400,1394,513,505,52,100,36,100,683093345,153140846,193,43,0,128
2024-01-22 12:00:00,HWI002,HWI002-C1,1501,1494,1219,1218,467,465,67,100,36,100,945488659,161509536,261,45,2,108
2024-01-22 13:00:00,HWI002,HWI002-C1,1745,1733,1431,1427,499,493,50,100,36,100,702678330,158441693,211,46,0,135
2024-01-22 14:00:00,HWI002,HWI002-C1,1149,1144,1011,1009,419,408,39,100,17,100,443739624,79257242,116,21,0,74
2024-01-22 15:00:00,HWI002,HWI002-C1,1182,1172,1035,1032,400,393,45,100,24,100,519853920,109331695,153,28,0,87
2024-01-22 16:00:00,HWI002,HWI002-C1,1153,1145,1015,1009,363,357,50,100,21,100,591532200,104107381,162,26,0,86
2024-01-22 17:00:00,HWI002,HWI002-C1,2207,2190,1883,1882,673,667,81,100,55,100,965013855,273789466,294,71,0,147
2024-01-22 18:00:00,HWI002,HWI002-C1,2183,2176,1825,1811,691,672,82,100,52,100,953940150,239337619,282,61,0,174
2024-01-22 19:00:00,HWI002,HWI002-C1,2259,2246,1920,1919,740,726,85,100,51,100,1034767829,273639709,294,76,60,151
2024-01-22 20:00:00,HWI002,HWI002-C1,2046,2045,1691,1690,743,726,85,100,54,100,1096798078,269693902,301,76,0,186
2024-01-22 21:00:00,HWI002,HWI002-C1,2266,2262,2006,1999,782,776,83,100,58,100,1127386755,277830050,323,73,1,188
2024-01-22 22:00:00,HWI002,HWI002-C1,1106,1097,978,973,401,393,46,100,26,100,571988456,136203555,155,37,5,91
2024-01-22 23:00:00,HWI002,HWI002-C1,1254,1252,1080,1079,344,337,48,100,23,100,672926282,103782973,200,30,0,86
2024-01-22 00:00:00,HWI002,HWI002-C2,260,259,215,214,85,83,14,100,7,100,199815388,36617625,51,10,0,24
2024-01-22 01:00:00,HWI002,HWI002-C2,286,284,252,251,92,90,12,100,11,100,165248290,50464117,49,13,0,21
2024-01-22 02:00:00,HWI002,HWI002-C2,290,288,236,234,100,98,10,100,10,100,139183552,43926952,39,11,2,20
2024-01-22 03:00:00,HWI002,HWI002-C2,319,318,271,269,103,101,18,100,6,100,251658239,28825128,73,7,0,21
2024-01-22 04:00:00,HWI002,HWI002-C2,266,264,218,216,88,86,2,100,4,100,25865014,20782433,7,6,0,23
2024-01-22 05:00:00,HWI002,HWI002-C2,300,298,266,265,89,88,11,100,5,100,144628945,24229565,42,6,180,23
2024-01-22 06:00:00,HWI002,HWI002-C2,1262,1252,1103,1102,396,389,43,100,27,100,530254017,144229658,140,39,30,80
2024-01-22 07:00:00,HWI002,HWI002-C2,1889,1879,1612,1610,769,756,66,100,40,100,940235331,211571248,273,53,0,136
2024-01-22 08:00:00,HWI002,HWI002-C2,2024,2015,1754,1752,635,623,67,100,43,100,945807944,207957016,277,55,0,157
2024-01-22 09:00:00,HWI002,HWI002-C2,2112,2100,1848,1845,546,535,78,100,48,100,947365070,215507847,274,60,0,181
2024-01-22 10:00:00,HWI002,HWI002-C2,1597,1591,1294,1287,582,573,52,100,33,100,633709621,171865545,191,47,0,131
2024-01-22 11:00:00,HWI002,HWI002-C2,1633,1631,1379,1373,544,533,56,100,36,100,674259488,168782642,186,49,0,141
2024-01-22 12:00:00,HWI002,HWI002-C2,1652,1633,1362,1355,520,512,54,100,40,100,664472379,207807824,202,60,0,137
2024-01-22 13:00:00,HWI002,HWI002-C2,1593,1584,1302,1297,620,610,61,100,38,100,726653411,201637191,219,56,0,146
2024-01-22 14:00:00,HWI002,HWI002-C2,1134,1127,1007,1002,308,302,39,100,26,100,525798300,133029477,147,34,0,96
2024-01-22 15:00:00,HWI002,HWI002-C2,1126,1125,945,940,357,353,45,100,21,100,585799646,88754499,163,26,120,87
2024-01-22 16:00:00,HWI002,HWI002-C2,1120,1111,913,911,326,322,52,100,25,100,743890693,132604393,188,34,0,107
2024-01-22 17:00:00,HWI002,HWI002-C2,2229,2223,1830,1820,719,704,74,100,60,100,882647769,316378128,230,82,5,167
2024-01-22 18:00:00,HWI002,HWI002-C2,2358,2349,2077,2074,811,797,83,100,56,100,1099097177,257325351,305,75,0,177
2024-01-22 19:00:00,HWI002,HWI002-C2,2352,2339,1951,1947,821,809,86,100,54,100,1091684988,277645331,278,79,1,186
2024-01-22 20:00:00,HWI002,HWI002-C2,2365,2359,2001,1994,822,810,94,100,54,100,1259532677,237251699,316,63,0,168
2024-01-22 21:00:00,HWI002,HWI002-C2,2387,2370,2021,2011,741,726,75,100,56,100,1028036672,268563500,291,76,0,190
2024-01-22 22:00:00,HWI002,HWI002-C2,1112,1108,983,980,319,314,40,100,30,100,523043795,138689667,153,36,120,83
2024-01-22 23:00:00,HWI002,HWI002-C2,1091,1087,970,964,434,428,33,100,26,100,469108767,135782876,129,39,0,87
2024-01-22 00:00:00,HWI002,HWI002-C3,326,323,269,267,87,85,1,100,7,100,13471412,33587017,3,9,10,24
2024-01-22 01:00:00,HWI002,HWI002-C3,304,303,256,255,101,99,13,100,10,100,180600076,51273229,51,14,0,23
2024-01-22 02:00:00,HWI002,HWI002-C3,277,276,243,241,99,96,6,100,7,100,75066424,30055818,20,8,0,22
2024-01-22 03:00:00,HWI002,HWI002-C3,285,284,243,242,90,88,5,100,11,100,70213383,58189066,19,17,0,25
2024-01-22 04:00:00,HWI002,HWI002-C3,287,284,253,252,86,84,10,100,9,100,114410483,39961806,33,12,0,20
2024-01-22 05:00:00,HWI002,HWI002-C3,292,290,252,250,100,98,5,100,15,100,68320727,71073366,18,18,0,22
2024-01-22 06:00:00,HWI002,HWI002-C3,1085,1078,907,906,427,423,36,100,27,100,442226781,120925280,122,30,10,94
2024-01-22 07:00:00,HWI002,HWI002-C3,1909,1899,1665,1659,775,764,73,100,47,100,875468370,224086752,237,58,0,188
2024-01-22 08:00:00,HWI002,HWI002-C3,1947,1936,1688,1686,630,619,66,100,45,100,746722080,197859921,193,56,0,137
2024-01-22 09:00:00,HWI002,HWI002-C3,1930,1919,1589,1588,654,642,77,100,43,100,944519009,221841181,283,59,0,154
2024-01-22 10:00:00,HWI002,HWI002-C3,1564,1561,1354,1352,520,512,60,100,34,100,688060800,161672088,173,40,0,109
2024-01-22 11:00:00,HWI002,HWI002-C3,1587,1577,1306,1299,520,511,59,100,36,100,762549436,181179532,223,52,0,135
2024-01-22 12:00:00,HWI002,HWI002-C3,1638,1630,1336,1330,464,455,52,100,35,100,591908313,162273737,163,48,0,102
2024-01-22 13:00:00,HWI002,HWI002-C3,1534,1529,1354,1348,544,536,57,100,30,100,648076249,147918222,175,38,10,107
2024-01-22 14:00:00,HWI002,HWI002-C3,1233,1229,1018,1017,310,305,44,100,23,100,521775786,115176335,156,32,1,76
2024-01-22 15:00:00,HWI002,HWI002-C3,1134,1129,986,985,337,333,48,100,21,100,615048738,89270362,177,25,0,90
2024-01-22 16:00:00,HWI002,HWI002-C3,1121,1115,914,910,370,366,37,100,28,100,431752513,136897716,117,35,0,89
2024-01-22 17:00:00,HWI002,HWI002-C3,2387,2380,2005,2004,724,719,86,100,50,100,1215774041,220863694,355,55,0,155
2024-01-22 18:00:00,HWI002,HWI002-C3,2275,2266,2023,2018,765,750,92,100,59,100,1211157696,309894160,342,88,0,167
2024-01-22 19:00:00,HWI002,HWI002-C3,2209,2202,1925,1919,795,782,83,100,46,100,983274322,240581526,287,72,0,163
2024-01-22 20:00:00,HWI002,HWI002-C3,2530,2514,2069,2065,756,747,85,100,53,100,1143668249,236469105,294,66,60,173
2024-01-22 21:00:00,HWI002,HWI002-C3,2051,2041,1685,1681,809,788,73,100,52,100,925868347,230034655,234,64,10,188
2024-01-22 22:00:00,HWI002,HWI002-C3,1041,1037,880,879,389,384,37,100,30,100,455307180,136241221,135,37,0,88
2024-01-22 23:00:00,HWI002,HWI002-C3,1201,1195,982,980,363,355,40,100,25,100,525038264,120286549,144,31,0,100
2024-01-22 00:00:00,HWI003,HWI003-C1,289,287,240,239,87,85,17,100,5,100,199512865,26674147,56,7,0,24
2024-01-22 01:00:00,HWI003,HWI003-C1,277,275,242,241,110,109,4,100,2,100,45314351,9225739,12,2,0,19
2024-01-22 02:00:00,HWI003,HWI003-C1,302,300,246,245,109,106,10,100,11,100,142373035,53802328,40,15,0,23
2024-01-22 03:00:00,HWI003,HWI003-C1,268,266,230,229,83,81,11,100,6,100,124478293,27667325,31,8,0,22
2024-01-22 04:00:00,HWI003,HWI003-C1,277,276,236,234,97,95,16,100,1,100,185882884,4302331,55,1,0,25
2024-01-22 05:00:00,HWI003,HWI003-C1,288,287,239,238,102,101,22,100,7,100,290549163,35735755,74,9,10,18
2024-01-22 06:00:00,HWI003,HWI003-C1,1132,1129,943,941,388,382,45,100,27,100,570215109,132124100,163,38,30,89
2024-01-22 07:00:00,HWI003,HWI003-C1,2029,2022,1784,1776,627,617,74,100,49,100,848629323,245707215,235,65,0,161
2024-01-22 08:00:00,HWI003,HWI003-C1,1873,1872,1643,1635,677,668,68,100,44,100,767248897,233327224,214,63,0,128
2024-01-22 09:00:00,HWI003,HWI003-C1,1990,1981,1732,1726,612,607,69,100,54,100,781351262,282345097,196,83,0,126
2024-01-22 10:00:00,HWI003,HWI003-C1,1356,1355,1151,1148,513,503,58,100,40,100,721104407,201405727,198,56,5,140
2024-01-22 11:00:00,HWI003,HWI003-C1,1661,1650,1441,1433,489,480,56,100,41,100,680899133,193406519,191,57,10,110
2024-01-22 12:00:00,HWI003,HWI003-C1,1646,1643,1431,1424,498,490,61,100,43,100,803421822,199091815,234,57,0,119
2024-01-22 13:00:00,HWI003,HWI003-C1,1760,1750,1477,1475,575,563,56,100,44,100,737436409,236467141,225,63,30,137
2024-01-22 14:00:00,HWI003,HWI003-C1,1128,1119,990,987,375,370,38,100,22,100,515597145,99038349,136,28,0,89
2024-01-22 15:00:00,HWI003,HWI003-C1,1214,1208,1015,1010,374,368,43,100,21,100,612092277,109662973,160,33,0,80
2024-01-22 16:00:00,HWI003,HWI003-C1,1155,1149,962,960,355,349,45,100,29,100,575076336,138010795,154,38,0,81
2024-01-22 17:00:00,HWI003,HWI003-C1,2429,2415,2021,2017,860,843,90,100,54,100,1076809621,231804399,298,64,0,160
2024-01-22 18:00:00,HWI003,HWI003-C1,2508,2492,2194,2183,710,694,81,100,57,100,994264423,241437077,287,72,2,168
2024-01-22 19:00:00,HWI003,HWI003-C1,2429,2417,2103,2100,746,735,90,100,51,100,1099498979,234301426,290,69,60,143
2024-01-22 20:00:00,HWI003,HWI003-C1,2303,2293,1911,1905,784,771,80,100,56,100,1136923428,241903899,289,68,10,142
2024-01-22 21:00:00,HWI003,HWI003-C1,2292,2291,1899,1893,700,693,83,100,57,100,1065379052,275012735,323,80,0,189
2024-01-22 22:00:00,HWI003,HWI003-C1,1082,1080,929,927,393,390,51,100,20,100,633304144,96596757,188,25,0,100
2024-01-22 23:00:00,HWI003,HWI003-C1,1192,1186,1042,1040,343,336,46,100,36,100,546196931,186678218,146,51,0,97
2024-01-22 00:00:00,HWI003,HWI003-C2,287,285,247,246,83,81,5,100,5,100,57274464,22146808,14,5,0,22
2024-01-22 01:00:00,HWI003,HWI003-C2,291,289,238,237,99,97,16,100,12,100,194054565,58085356,50,17,2,19
2024-01-22 02:00:00,HWI003,HWI003-C2,312,310,261,260,83,82,7,100,9,100,82045014,47614809,24,12,0,20
2024-01-22 03:00:00,HWI003,HWI003-C2,309,308,271,270,90,89,16,100,9,100,186951580,45756091,52,12,0,22
2024-01-22 04:00:00,HWI003,HWI003-C2,285,283,238,236,90,89,17,100,6,100,213590547,25372507,64,7,0,24
2024-01-22 05:00:00,HWI003,HWI003-C2,262,261,215,213,95,93,5,100,2,100,65075087,9433308,19,2,0,27
2024-01-22 06:00:00,HWI003,HWI003-C2,1150,1148,965,964,391,384,44,100,24,100,583273146,112468726,161,32,0,84
2024-01-22 07:00:00,HWI003,HWI003-C2,2045,2032,1674,1673,644,631,71,100,47,100,833972911,205294808,246,59,180,155
2024-01-22 08:00:00,HWI003,HWI003-C2,1888,1883,1613,1607,630,621,72,100,50,100,892285240,239263688,253,71,0,158
2024-01-22 09:00:00,HWI003,HWI003-C2,2147,2142,1799,1798,607,596,76,100,48,100,917916065,206643832,264,57,10,145
2024-01-22 10:00:00,HWI003,HWI003-C2,1652,1641,1470,1462,500,494,59,100,38,100,757110683,176466043,212,45,0,110
2024-01-22 11:00:00,HWI003,HWI003-C2,1734,1729,1462,1457,516,512,55,100,35,100,630981164,185761215,171,50,0,134
2024-01-22 12:00:00,HWI003,HWI003-C2,1674,1667,1391,1384,507,498,55,100,37,100,772017651,194665371,204,49,0,141
2024-01-22 13:00:00,HWI003,HWI003-C2,1515,1506,1275,1274,558,551,56,100,29,100,639153881,137823456,166,35,30,108
2024-01-22 14:00:00,HWI003,HWI003-C2,1067,1064,869,864,404,396,48,100,30,100,667702175,143739189,168,42,0,97
2024-01-22 15:00:00,HWI003,HWI003-C2,1130,1127,921,917,385,376,49,100,27,100,647370510,128843908,189,33,1,89
2024-01-22 16:00:00,HWI003,HWI003-C2,1161,1154,1027,1020,391,383,46,100,24,100,608486336,105935836,178,26,0,80
